,val_loss,val_acc,loss,acc
MNIST_epoch_0,0.0568232471011579,0.9831,0.25628458575407664,0.9202500000317891
MNISTNoDropout_epoch_0,0.06659559318497776,0.9794,0.1982112761060397,0.9391500000317892
